Unnamed: 0,org_id,base_growth,10/21/15,1/21/16,4/21/16,7/21/16,10/21/16,1/21/17,4/21/17,7/21/17,10/21/17,1/21/18,4/21/18,7/21/18,10/21/18,1/21/19,4/21/19,7/21/19,10/21/19,1/21/20,4/21/20,7/21/20,10/21/20,1/21/21,4/4/21,age
336,38582,0.371014493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,73,125,128,
337,38633,0.164102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,32,
338,39255,0.029806259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,17,17,20,20,20,20,
339,39447,0.01986755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,29,41,22,15,15,15,15,
340,39527,0.836713996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,171,246,419,580,656,790,805,825,
341,40228,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
344,41254,0.014569536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,11,11,11,11,11,11,
346,42538,0.020050125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,8,0,0,0,0,
349,43306,0.542857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,425,425,424,424,424,424,424,399,
350,52732,0.443585781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,47,104,151,205,281,287,
351,53461,0.035222052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,5,8,16,16,16,23,
352,53467,0.035816619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,
354,54143,0.084795322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,8,17,65,63,58,
355,54492,0.281329923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,74,106,110,
357,54862,0.01980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,
358,55735,0.200772201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,29,52,
359,55977,0.515195369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,247,315,371,406,373,385,356,
360,56049,0.278901734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,51,39,95,158,165,193,
361,56504,0.065068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,17,19,
362,57004,0.122047244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,46,55,57,62,
364,57394,0.371340524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,214,213,211,213,210,238,241,
366,58014,0.087378641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,
368,58167,0.014814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,2,10,10,
369,58184,0.198804185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,100,113,215,215,216,131,133,
370,58405,0.967280164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,176,248,372,456,473,
371,58407,0.259187621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,52,55,76,122,134,
372,58523,0.138666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,28,46,52,
373,59139,0.109704641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,26,
375,66630,0.131849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,61,62,72,75,77,
376,86462,0.075949367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,33,30,30,
381,105423,0.040780142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,20,21,21,22,23,
382,105433,2.364329268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,691,1092,1147,1322,1293,1319,1551,
384,106329,0.081705151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,33,29,40,40,46,
385,106741,0.043545879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,21,35,34,34,28,28,
387,106766,0.059753954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,26,32,34,26,34,
388,107254,0.898756661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,58,80,158,264,387,506,
389,108138,0.300955414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,41,56,101,100,189,
390,108151,0.024761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,17,17,14,13,
391,108173,0.381918819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,45,170,213,207,207,
394,108967,0.252019386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,48,82,83,175,156,156,
395,108987,0.141176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,23,29,72,72,
396,109311,0.050167224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,99,128,131,27,31,30,
397,109462,0.092307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,34,38,45,48,
398,109804,0.550600343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,298,234,275,377,387,321,
399,110149,0.985294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,125,362,396,603,
400,110468,0.176100629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,23,33,84,84,
401,110866,0.218543046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,
402,111573,0.100854701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,47,53,57,64,59,
403,111580,0.027210884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,
404,112073,2.893884892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,1654,1843,2104,2208,2378,1609,
405,112151,0.053497942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,19,18,26,
408,112972,0.021857924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12,12,12,12,12,
409,113029,1.38556338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,81,418,633,787,
410,113734,0.083984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,24,32,38,43,
414,115469,0.036893204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,14,19,19,19,
415,115660,0.074534162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,
416,115962,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,22,23,32,41,52,
417,116055,0.037735849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,48,59,20,20,20,
419,116195,0.028708134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12,
420,116305,1.110539846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,150,316,432,
421,116810,0.029795158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,15,16,16,16,16,
422,117109,0.040322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,22,20,20,20,
424,117438,1.469135803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,90,380,641,595,
425,117589,0.074204947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,19,21,
426,117628,0.014613779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,7,7,
427,118131,0.030516432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12,12,13,
428,118518,0.098684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,24,30,
429,119514,0.082872928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,15,
430,119534,0.066176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,
431,120141,0.453798768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,69,139,222,221,
433,120692,0.014112903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,7,7,
434,120750,0.04415011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,17,19,19,20,
435,121380,0.038812785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,15,15,17,
436,122011,0.114427861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,23,
438,122417,0.09263658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,22,32,39,
439,122676,0.054852321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,23,23,26,26,
440,123023,0.056234719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,26,41,23,
441,124841,0.543283582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,132,172,182,
442,126107,2.368231047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,137,384,656,
443,126117,0.070539419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,17,
444,126366,0.036117382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,14,14,16,
446,127435,0.080924856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,14,
447,128035,2.006849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,293,
448,128098,0.030864198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,8,10,
449,128491,0.040572792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,17,17,17,
450,129008,0.094202899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,
451,129795,0.227488152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,66,73,96,
452,130004,0.538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
453,130018,0.129337539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,37,41,
454,130112,0.042682927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,
455,130226,0.172131148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,
456,131990,0.118644068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,28,
457,132324,0.22962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,63,88,93,
458,134524,0.307420495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,83,87,
460,135260,0.028225807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7,
461,135323,0.057324841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,18,
462,136765,0.134615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,
463,136976,0.355555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,80,
464,138301,0.207756233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,59,75,
465,138362,0.321428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,
466,139181,0.087301587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,22,
467,139510,0.195402299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,34,
468,139914,0.286144578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,66,95,
469,140925,0.127118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,30,
470,141283,3.342182891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,598,1133,
471,141367,0.516304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,95,
472,141729,0.028938907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,9,9,
473,143016,0.543726236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,62,127,143,
474,143032,0.187772926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,63,43,
475,143283,0.053003534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,15,15,
476,144035,0.051401869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,
477,144487,0.858369099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,131,200,
478,145304,0.358870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,88,89,
479,145452,4.026022305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,36,1083,
480,145519,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
481,145954,0.064102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,
482,146296,0.171052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,
483,146525,0.0472103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,
484,146905,0.392156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,76,100,
485,147168,0.841025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,142,164,
486,147352,0.290909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,
487,147540,0.199095023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,44,
488,147869,4.533568905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,356,861,1283,
489,148041,1.644628099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,199,
490,149099,0.183168317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,37,
491,149382,0.152173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,
492,149712,0.205882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
493,151458,0.050387597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,13,
494,151997,0.264705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
495,153145,0.098837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,17,
496,153176,0.830645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,189,206,
497,153848,0.12745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,
498,154017,0.015544042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,
499,154195,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,
500,154350,0.069868996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,16,
501,154845,0.161016949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,38,
502,155615,0.212264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,45,
503,155869,0.291666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,
504,156461,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
506,158348,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,
508,158599,0.394117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,65,67,
509,158732,0.253333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,38,
510,159701,1.789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
511,159853,0.102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,
512,160012,0.508196721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
513,161045,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,39,
514,161257,0.005524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
515,161764,0.705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,72,
516,161792,0.151898734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,
517,161983,21.49101796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2258,3589,
518,162099,0.794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,58,
519,163081,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,
520,163502,0.028735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,
521,164111,1.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
522,165020,0.520833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,75,
523,165133,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
524,165232,0.615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
525,165812,0.288135593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
526,167548,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
527,168123,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
528,168368,0.205673759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,
529,169885,0.597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
530,169909,0.123076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,
531,170961,2.983606557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,
532,172015,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,
533,172351,0.08490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,
534,173175,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
535,178729,0.492753623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,
536,179120,0.093333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,
537,179797,0.475409836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,
538,179945,0.373333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,
539,181590,0.264705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
540,182860,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
541,183080,0.931818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,
542,184496,2.580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,
543,184865,7.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,
544,184878,2.547169811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,
545,185019,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
546,185110,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,
547,186114,0.355555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
548,187217,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
549,188214,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
551,189312,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
552,189790,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
553,191354,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
554,192051,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
