org_id,start_date,churn_date,age,base_growth,common_base_growth,2016,2017,2018,2019,2020,2021
58143,7/16/19,8/27/19,42,0.463414634,0.411389206,0,0,0,0,0,0
58167,5/30/19,,none,0.014814815,0.411389206,0,0,0,1,2,10
58184,6/5/19,,none,0.198804185,0.411389206,0,0,0,100,216,133
58405,12/2/19,,none,0.967280164,0.411389206,0,0,0,0,372,473
58407,11/4/19,,none,0.259187621,0.411389206,0,0,0,0,76,134
58523,3/25/20,,none,0.138666667,0.411389206,0,0,0,0,28,52
59139,8/10/20,,none,0.109704641,0.411389206,0,0,0,0,21,26
59251,7/1/19,6/2/20,337,0.023809524,0.411389206,0,0,0,139,0,0
66630,8/29/19,,none,0.131849315,0.411389206,0,0,0,34,72,77
86462,3/5/20,,none,0.075949367,0.411389206,0,0,0,0,33,30
104331,8/2/19,8/29/19,27,0.923076923,0.411389206,0,0,0,0,0,0
105068,8/14/19,1/17/21,522,0.013435701,0.411389206,0,0,0,25,23,0
105075,6/13/19,8/24/20,438,0.027459954,0.411389206,0,0,0,21,0,0
105348,7/17/19,2/18/21,582,0.003442341,0.411389206,0,0,0,2,2,0
105423,9/18/19,,none,0.040780142,0.411389206,0,0,0,16,21,23
105433,6/18/19,,none,2.364329268,0.411389206,0,0,0,691,1293,1551
105956,10/20/19,7/21/20,275,0.054744526,0.411389206,0,0,0,16,0,0
106329,9/19/19,,none,0.081705151,0.411389206,0,0,0,17,40,46
106741,7/1/19,,none,0.043545879,0.411389206,0,0,0,21,34,28
106751,3/6/20,6/15/20,101,0.09,0.411389206,0,0,0,0,0,0
106766,9/13/19,,none,0.059753954,0.411389206,0,0,0,6,34,34
107254,9/19/19,,none,0.898756661,0.411389206,0,0,0,17,264,506
108138,7/16/19,,none,0.300955414,0.411389206,0,0,0,33,101,189
108151,10/27/19,,none,0.024761905,0.411389206,0,0,0,0,17,13
108173,10/10/19,,none,0.381918819,0.411389206,0,0,0,15,213,207
108670,7/29/19,7/30/19,1,1,0.411389206,0,0,0,0,0,0
108716,9/27/19,10/10/19,13,0.083333333,0.411389206,0,0,0,0,0,0
108967,7/25/19,,none,0.252019386,0.411389206,0,0,0,50,175,156
108987,11/11/19,,none,0.141176471,0.411389206,0,0,0,0,29,72
109311,8/15/19,,none,0.050167224,0.411389206,0,0,0,62,27,30
109462,11/1/19,,none,0.092307692,0.411389206,0,0,0,0,38,48
109804,8/30/19,,none,0.550600343,0.411389206,0,0,0,153,377,321
110149,8/1/19,,none,0.985294118,0.411389206,0,0,0,0,362,603
110468,12/14/19,,none,0.176100629,0.411389206,0,0,0,0,33,84
110866,11/4/20,,none,0.218543046,0.411389206,0,0,0,0,0,33
111573,8/28/19,,none,0.100854701,0.411389206,0,0,0,4,57,59
111580,8/20/19,,none,0.027210884,0.411389206,0,0,0,4,0,0
112073,9/26/19,,none,2.893884892,0.411389206,0,0,0,1409,2208,1609
112151,12/5/19,,none,0.053497942,0.411389206,0,0,0,0,19,26
112241,9/1/19,12/17/20,473,0.006355932,0.411389206,0,0,0,3,8,0
112378,10/14/19,4/28/20,197,0.030612245,0.411389206,0,0,0,4,0,0
112972,10/3/19,,none,0.021857924,0.411389206,0,0,0,2,12,12
113029,9/14/19,,none,1.38556338,0.411389206,0,0,0,2,418,787
113734,11/9/19,,none,0.083984375,0.411389206,0,0,0,0,32,43
114896,10/7/19,8/6/20,304,0.577557756,0.411389206,0,0,0,6,0,0
115391,12/9/19,4/23/20,136,0.02962963,0.411389206,0,0,0,0,0,0
115444,10/17/19,9/24/20,343,0.064327485,0.411389206,0,0,0,9,0,0
115469,11/6/19,,none,0.036893204,0.411389206,0,0,0,0,19,19
115660,10/25/20,,none,0.074534162,0.411389206,0,0,0,0,0,12
115962,10/6/19,,none,0.095238095,0.411389206,0,0,0,5,32,52
116055,10/22/19,,none,0.037735849,0.411389206,0,0,0,0,20,20
116121,10/21/19,12/13/19,53,0.230769231,0.411389206,0,0,0,11,0,0
116195,2/11/20,,none,0.028708134,0.411389206,0,0,0,0,12,12
116305,3/11/20,,none,1.110539846,0.411389206,0,0,0,0,150,432
116810,10/15/19,,none,0.029795158,0.411389206,0,0,0,12,16,16
117109,11/25/19,,none,0.040322581,0.411389206,0,0,0,0,20,20
117344,8/14/20,8/26/20,12,0.454545455,0.411389206,0,0,0,0,0,0
117438,2/24/20,,none,1.469135803,0.411389206,0,0,0,0,380,595
117589,6/25/20,,none,0.074204947,0.411389206,0,0,0,0,20,21
117628,12/12/19,,none,0.014613779,0.411389206,0,0,0,0,2,7
118131,2/3/20,,none,0.030516432,0.411389206,0,0,0,0,12,13
118518,6/4/20,,none,0.098684211,0.411389206,0,0,0,0,22,30
119514,10/5/20,,none,0.082872928,0.411389206,0,0,0,0,13,15
119534,11/19/20,,none,0.066176471,0.411389206,0,0,0,0,0,9
120141,12/4/19,,none,0.453798768,0.411389206,0,0,0,0,139,221
120387,1/29/20,2/3/20,5,1,0.411389206,0,0,0,0,0,0
120692,11/25/19,,none,0.014112903,0.411389206,0,0,0,0,7,7
120750,1/7/20,,none,0.04415011,0.411389206,0,0,0,0,19,20
121380,1/22/20,,none,0.038812785,0.411389206,0,0,0,0,15,17
122011,9/15/20,,none,0.114427861,0.411389206,0,0,0,0,15,23
122137,12/12/19,4/4/20,114,0.061946903,0.411389206,0,0,0,0,0,0
122417,2/8/20,,none,0.09263658,0.411389206,0,0,0,0,22,39
122676,12/17/19,,none,0.054852321,0.411389206,0,0,0,0,23,26
123023,2/20/20,,none,0.056234719,0.411389206,0,0,0,0,26,23
124841,5/4/20,,none,0.543283582,0.411389206,0,0,0,0,132,182
126107,7/1/20,,none,2.368231047,0.411389206,0,0,0,0,137,656
126117,8/6/20,,none,0.070539419,0.411389206,0,0,0,0,12,17
126366,1/17/20,,none,0.036117382,0.411389206,0,0,0,0,14,16
127362,2/27/20,2/28/21,367,0.073770492,0.411389206,0,0,0,0,27,0
127435,10/13/20,,none,0.080924856,0.411389206,0,0,0,0,11,14
128035,11/9/20,,none,2.006849315,0.411389206,0,0,0,0,0,293
128098,5/15/20,,none,0.030864198,0.411389206,0,0,0,0,10,10
128491,2/10/20,,none,0.040572792,0.411389206,0,0,0,0,17,17
129008,11/17/20,,none,0.094202899,0.411389206,0,0,0,0,0,13
129795,2/7/20,,none,0.227488152,0.411389206,0,0,0,0,66,96
130004,3/9/21,,none,0.538461539,0.411389206,0,0,0,0,0,14
130018,5/22/20,,none,0.129337539,0.411389206,0,0,0,0,23,41
130112,10/22/20,,none,0.042682927,0.411389206,0,0,0,0,0,7
130226,12/3/20,,none,0.172131148,0.411389206,0,0,0,0,0,21
131990,8/11/20,,none,0.118644068,0.411389206,0,0,0,0,6,28
132324,2/24/20,,none,0.22962963,0.411389206,0,0,0,0,63,93
134524,6/25/20,,none,0.307420495,0.411389206,0,0,0,0,69,87
135117,8/13/20,1/16/21,156,0.096774194,0.411389206,0,0,0,0,17,0
135260,7/30/20,,none,0.028225807,0.411389206,0,0,0,0,10,7
135323,5/25/20,,none,0.057324841,0.411389206,0,0,0,0,16,18
136765,10/30/20,,none,0.134615385,0.411389206,0,0,0,0,0,21
136976,8/22/20,,none,0.355555556,0.411389206,0,0,0,0,7,80
138301,4/8/20,,none,0.207756233,0.411389206,0,0,0,0,35,75
138362,1/10/21,,none,0.321428571,0.411389206,0,0,0,0,0,27
139181,7/26/20,,none,0.087301587,0.411389206,0,0,0,0,16,22
139510,10/12/20,,none,0.195402299,0.411389206,0,0,0,0,18,34
139914,5/7/20,,none,0.286144578,0.411389206,0,0,0,0,63,95
140925,8/11/20,,none,0.127118644,0.411389206,0,0,0,0,13,30
141283,4/30/20,,none,3.342182891,0.411389206,0,0,0,0,494,1133
141367,10/2/20,,none,0.516304348,0.411389206,0,0,0,0,0,95
141729,5/28/20,,none,0.028938907,0.411389206,0,0,0,0,20,9
143016,7/15/20,,none,0.543726236,0.411389206,0,0,0,0,62,143
143032,8/18/20,,none,0.187772926,0.411389206,0,0,0,0,59,43
143283,6/25/20,,none,0.053003534,0.411389206,0,0,0,0,14,15
144035,9/2/20,,none,0.051401869,0.411389206,0,0,0,0,10,11
144487,8/14/20,,none,0.858369099,0.411389206,0,0,0,0,44,200
145304,7/30/20,,none,0.358870968,0.411389206,0,0,0,0,69,89
145452,7/9/20,,none,4.026022305,0.411389206,0,0,0,0,10,1083
145519,3/9/21,,none,2,0.411389206,0,0,0,0,0,52
145954,8/13/20,,none,0.064102564,0.411389206,0,0,0,0,8,15
146296,1/18/21,,none,0.171052632,0.411389206,0,0,0,0,0,13
146525,8/14/20,,none,0.0472103,0.411389206,0,0,0,0,4,11
146905,7/23/20,,none,0.392156863,0.411389206,0,0,0,0,40,100
147168,9/21/20,,none,0.841025641,0.411389206,0,0,0,0,81,164
147352,12/15/20,,none,0.290909091,0.411389206,0,0,0,0,0,32
147540,8/26/20,,none,0.199095023,0.411389206,0,0,0,0,15,44
147869,6/25/20,,none,4.533568905,0.411389206,0,0,0,0,356,1283
148041,12/4/20,,none,1.644628099,0.411389206,0,0,0,0,0,199
149099,9/14/20,,none,0.183168317,0.411389206,0,0,0,0,25,37
149382,11/17/20,,none,0.152173913,0.411389206,0,0,0,0,0,21
149712,1/26/21,,none,0.205882353,0.411389206,0,0,0,0,0,14
151458,7/20/20,,none,0.050387597,0.411389206,0,0,0,0,10,13
151997,1/26/21,,none,0.264705882,0.411389206,0,0,0,0,0,18
153145,10/14/20,,none,0.098837209,0.411389206,0,0,0,0,13,17
153176,7/30/20,,none,0.830645161,0.411389206,0,0,0,0,171,206
153848,12/23/20,,none,0.12745098,0.411389206,0,0,0,0,0,13
154017,9/23/20,,none,0.015544042,0.411389206,0,0,0,0,3,3
154195,11/30/20,,none,0.128,0.411389206,0,0,0,0,0,16
154350,8/18/20,,none,0.069868996,0.411389206,0,0,0,0,12,16
154845,8/11/20,,none,0.161016949,0.411389206,0,0,0,0,27,38
155615,9/4/20,,none,0.212264151,0.411389206,0,0,0,0,43,45
155869,11/11/20,,none,0.291666667,0.411389206,0,0,0,0,0,42
156461,3/5/21,,none,0.433333333,0.411389206,0,0,0,0,0,13
156738,8/25/20,3/9/21,196,0.005128205,0.411389206,0,0,0,0,1,0
158348,1/4/21,,none,0.133333333,0.411389206,0,0,0,0,0,12
158553,9/21/20,11/17/20,57,0.125,0.411389206,0,0,0,0,7,0
158599,10/16/20,,none,0.394117647,0.411389206,0,0,0,0,61,67
158732,11/5/20,,none,0.253333333,0.411389206,0,0,0,0,0,38
159701,3/16/21,,none,1.789473684,0.411389206,0,0,0,0,0,34
159853,10/30/20,,none,0.102564103,0.411389206,0,0,0,0,0,16
160012,2/2/21,,none,0.508196721,0.411389206,0,0,0,0,0,31
161045,11/5/20,,none,0.26,0.411389206,0,0,0,0,0,39
161257,10/5/20,,none,0.005524862,0.411389206,0,0,0,0,1,1
161764,12/23/20,,none,0.705882353,0.411389206,0,0,0,0,0,72
161792,10/28/20,,none,0.151898734,0.411389206,0,0,0,0,0,24
161983,10/19/20,,none,21.49101796,0.411389206,0,0,0,0,11,3589
162099,1/21/21,,none,0.794520548,0.411389206,0,0,0,0,0,58
163081,1/18/21,,none,0.157894737,0.411389206,0,0,0,0,0,12
163502,10/12/20,,none,0.028735632,0.411389206,0,0,0,0,3,5
164111,2/15/21,,none,1.916666667,0.411389206,0,0,0,0,0,92
165020,11/11/20,,none,0.520833333,0.411389206,0,0,0,0,0,75
165133,2/3/21,,none,0.333333333,0.411389206,0,0,0,0,0,20
165232,3/9/21,,none,0.615384615,0.411389206,0,0,0,0,0,16
165812,2/4/21,,none,0.288135593,0.411389206,0,0,0,0,0,17
167548,1/30/21,,none,0.234375,0.411389206,0,0,0,0,0,15
168123,3/9/21,,none,0.461538462,0.411389206,0,0,0,0,0,12
168368,11/14/20,,none,0.205673759,0.411389206,0,0,0,0,0,29
169885,1/27/21,,none,0.597014925,0.411389206,0,0,0,0,0,40
169909,11/25/20,,none,0.123076923,0.411389206,0,0,0,0,0,16
170961,2/2/21,,none,2.983606557,0.411389206,0,0,0,0,0,182
172015,12/8/20,,none,0.051282051,0.411389206,0,0,0,0,0,6
172351,12/19/20,,none,0.08490566,0.411389206,0,0,0,0,0,9
173175,12/15/20,,none,0.009090909,0.411389206,0,0,0,0,0,1
178729,1/25/21,,none,0.492753623,0.411389206,0,0,0,0,0,34
179120,1/19/21,,none,0.093333333,0.411389206,0,0,0,0,0,7
179797,2/2/21,,none,0.475409836,0.411389206,0,0,0,0,0,29
179945,1/19/21,,none,0.373333333,0.411389206,0,0,0,0,0,28
181590,1/26/21,,none,0.264705882,0.411389206,0,0,0,0,0,18
182860,3/29/21,,none,5,0.411389206,0,0,0,0,0,30
183080,2/19/21,,none,0.931818182,0.411389206,0,0,0,0,0,41
184496,3/4/21,,none,2.580645161,0.411389206,0,0,0,0,0,80
184865,3/5/21,,none,7.066666667,0.411389206,0,0,0,0,0,212
184878,2/10/21,,none,2.547169811,0.411389206,0,0,0,0,0,135
185019,3/10/21,,none,0.36,0.411389206,0,0,0,0,0,9
185110,2/23/21,,none,1.35,0.411389206,0,0,0,0,0,54
186114,2/18/21,,none,0.355555556,0.411389206,0,0,0,0,0,16
187217,3/3/21,,none,0.03125,0.411389206,0,0,0,0,0,1
188214,4/1/21,,none,0.666666667,0.411389206,0,0,0,0,0,2
188938,3/11/21,3/12/21,1,2,0.411389206,0,0,0,0,0,0
189312,3/12/21,,none,0.130434783,0.411389206,0,0,0,0,0,3
189790,3/29/21,,none,4.666666667,0.411389206,0,0,0,0,0,28
191354,3/24/21,,none,0.090909091,0.411389206,0,0,0,0,0,1
192051,3/31/21,,none,1.25,0.411389206,0,0,0,0,0,5
